title,runtime,release_year
aladdin and the king of thieves,81.0,1996
the woman in question,88.0,1952
shall we dance,109.0,1937
a damsel in distress,101.0,1937
crossfire,86.0,1947
"murder, my sweet",95.0,1944
macao,81.0,1952
for the moment,115.0,1993
willy wonka & the chocolate factory,100.0,1971
the sexual life of the belgians,85.0,1994
the innocents,100.0,1961
sleeper,89.0,1973
bananas,82.0,1971
a fish called wanda,108.0,1988
life of brian,94.0,1979
victor/victoria,132.0,1982
the candidate,110.0,1972
the great race,160.0,1965
bonnie and clyde,111.0,1967
the old man and the sea,86.0,1958
dial m for murder,104.0,1954
madame butterfly,135.0,1995
dirty dancing,100.0,1987
reservoir dogs,99.0,1992
platoon,120.0,1986
weekend at bernie's,97.0,1989
basic instinct,127.0,1992
the doors,140.0,1991
the crying game,112.0,1992
glengarry glen ross,100.0,1992
sophie's choice,151.0,1982
e.t. the extra-terrestrial,115.0,1982
the search for one-eye jimmy,80.0,1994
a christmas carol,69.0,1938
days of thunder,107.0,1990
top gun,110.0,1986
american strays,97.0,1996
rebel without a cause,111.0,1955
a streetcar named desire,125.0,1951
children of the corn iv: the gathering,85.0,1996
the leopard son,87.0,1996
charm's  incidents,88.0,1996
bird of prey,105.0,1995
microcosmos,80.0,1996
palookaville,92.0,1995
the associate,114.0,1996
the funeral,99.0,1996
the sleepover,6.0,2013
a single girl,90.0,1995
the eighth day,118.0,1996
north star,90.0,1996
drunks,90.0,1997
the people vs. larry flynt,129.0,1996
glory daze,100.0,1995
a perfect candidate,105.0,1996
on golden pond,109.0,1981
the return of the pink panther,113.0,1975
drop dead fred,103.0,1991
the abyss,139.0,1989
the fog,89.0,1980
escape from new york,99.0,1981
the howling,91.0,1981
jean de florette,120.0,1986
manon of the spring,120.0,1986
johnny 100 pesos,90.0,1993
private benjamin,109.0,1980
monty python and the holy grail,91.0,1975
hustler white,79.0,1996
dadetown,93.0,1995
everything relative,110.0,1996
entertaining angels - the dorothy day story,112.0,1996
three lives and only one death,123.0,1996
the line king: the al hirschfeld story,86.0,1996
snowriders,96.0,1996
curtis's charm,74.0,1995
when we were kings,89.0,1996
the wrong trousers,30.0,1993
jlg/jlg: self-portrait in december,62.0,1995
the return of martin guerre,122.0,1982
faust,97.0,1994
he walked by night,79.0,1948
raw deal,79.0,1948
t-men,92.0,1947
the children are watching us,84.0,1944
pastoral symphony,110.0,1946
here comes cookie,65.0,1935
love in bloom,75.0,1935
six of a kind,62.0,1934
the tin drum,142.0,1979
the ruling class,154.0,1972
mina tannenbaum,0.0,1994
2 or 3 things i know about her,100.0,1967
the bloody child,85.0,1996
dear god,112.0,1996
bad moon,80.0,1996
american dream,98.0,1990
best of the best 3: no turning back,90.0,1995
bob roberts,102.0,1992
cinema paradiso,124.0,1988
"the cook, the thief, his wife & her lover",125.0,1989
dead tired,0.0,1994
delicatessen,99.0,1991
the double life of veronique,97.0,1991
enchanted april,89.0,1991
paths of glory,88.0,1957
the grifters,110.0,1990
hear my song,113.0,1991
the shooter,91.0,1997
the english patient,162.0,1996
mediterraneo,96.0,1991
my left foot: the story of christy brown,103.0,1989
"sex, lies, and videotape",100.0,1989
passion fish,135.0,1992
strictly ballroom,94.0,1992
the thin blue line,103.0,1988
tie me up! tie me down!,111.0,1989
madonna: truth or dare,119.0,1991
paris is burning,71.0,1990
one flew over the cuckoo's nest,133.0,1975
up in smoke,86.0,1978
the empire strikes back,124.0,1980
the princess bride,98.0,1987
raiders of the lost ark,115.0,1981
brazil,132.0,1985
aliens,137.0,1986
"the good, the bad and the ugly",161.0,1966
withnail & i,107.0,1987
12 angry men,96.0,1957
lawrence of arabia,216.0,1962
a clockwork orange,136.0,1971
to kill a mockingbird,129.0,1962
apocalypse now,153.0,1979
once upon a time in the west,175.0,1968
return of the jedi,135.0,1983
wings of desire,128.0,1987
the third man,104.0,1949
goodfellas,145.0,1990
alien,117.0,1979
army of darkness,81.0,1992
the big blue,168.0,1988
ran,162.0,1985
the killer,110.0,1989
psycho,109.0,1960
the blues brothers,133.0,1980
the godfather: part ii,200.0,1974
full metal jacket,116.0,1987
a grand day out,23.0,1990
henry v,137.0,1989
amadeus,160.0,1984
the quiet man,129.0,1952
once upon a time in america,229.0,1984
raging bull,129.0,1980
annie hall,93.0,1977
the right stuff,193.0,1983
stalker,163.0,1979
das boot,149.0,1981
the sting,129.0,1973
harold and maude,91.0,1971
trust,107.0,1990
the seventh seal,96.0,1957
local hero,111.0,1983
the terminator,108.0,1984
braindead,104.0,1992
glory,122.0,1989
rosencrantz & guildenstern are dead,117.0,1991
manhattan,96.0,1979
miller's crossing,115.0,1990
dead poets society,129.0,1989
the graduate,106.0,1967
touch of evil,95.0,1958
la femme nikita,115.0,1990
the bridge on the river kwai,161.0,1957
8½,138.0,1963
chinatown,130.0,1974
the day the earth stood still,92.0,1951
the treasure of the sierra madre,126.0,1948
bad taste,91.0,1987
duck soup,68.0,1933
better off dead...,97.0,1985
the shining,144.0,1980
stand by me,89.0,1986
m,117.0,1931
evil dead ii,84.0,1987
the great escape,172.0,1963
the deer hunter,183.0,1978
diva,117.0,1981
groundhog day,101.0,1993
unforgiven,131.0,1992
the manchurian candidate,126.0,1962
pump up the volume,105.0,1990
arsenic and old lace,118.0,1944
back to the future,116.0,1985
fried green tomatoes,130.0,1991
patton,172.0,1970
down by law,107.0,1986
akira,124.0,1988
highlander,116.0,1986
cool hand luke,126.0,1967
cyrano de bergerac,137.0,1990
young frankenstein,106.0,1974
night on earth,129.0,1991
raise the red lantern,125.0,1991
the great dictator,125.0,1940
fantasia,124.0,1940
high noon,85.0,1952
the big sleep,116.0,1946
heathers,102.0,1988
somewhere in time,103.0,1980
ben-hur,212.0,1959
this is spinal tap,82.0,1984
koyaanisqatsi,87.0,1982
some kind of wonderful,95.0,1987
indiana jones and the last crusade,127.0,1989
being there,130.0,1979
gandhi,191.0,1982
the unbearable lightness of being,171.0,1988
a room with a view,117.0,1985
real genius,106.0,1985
pink floyd: the wall,95.0,1982
the killing fields,141.0,1984
my life as a dog,101.0,1985
forbidden planet,98.0,1956
field of dreams,107.0,1989
the man who would be king,129.0,1975
butch cassidy and the sundance kid,110.0,1969
"paris, texas",147.0,1984
until the end of the world,287.0,1991
when harry met sally...,96.0,1989
i shot a man in vegas,86.0,1996
parallel sons,93.0,1995
hype!,84.0,1996
santa with muscles,93.0,1996
female perversions,119.0,1996
mad dog time,93.0,1996
breathing room,90.0,1996
paris was a woman,75.0,1996
i'm not rappaport,135.0,1996
blue juice,90.0,1995
kids of survival,0.0,1996
alien³,114.0,1992
an american werewolf in london,97.0,1981
amityville: it's about time,91.0,1992
amityville 3-d,105.0,1983
amityville: dollhouse,93.0,1996
amityville: a new generation,90.0,1993
amityville ii: the possession,104.0,1982
the amityville horror,117.0,1979
the amityville curse,91.0,1989
blood for dracula,103.0,1974
april fool's day,89.0,1986
audrey rose,113.0,1977
the believers,114.0,1987
the birds,119.0,1963
the blob,86.0,1958
blood beach,92.0,1980
body parts,88.0,1991
the body snatcher,77.0,1945
dracula,128.0,1992
bride of frankenstein,75.0,1935
burnt offerings,116.0,1976
candyman,99.0,1992
cape fear,128.0,1991
cape fear,105.0,1962
carrie,98.0,1976
cat people,118.0,1982
a nightmare on elm street,91.0,1984
nosferatu,94.0,1922
vampire in venice,97.0,1988
the omen,111.0,1976
blood and wine,101.0,1996
albino alligator,97.0,1996
the mirror has two faces,126.0,1996
breaking the waves,159.0,1996
nightwatch,102.0,1997
star trek: first contact,111.0,1996
shine,105.0,1996
sling blade,135.0,1996
jingle all the way,89.0,1996
identification of a woman,128.0,1982
paradise lost: the child murders at robin hood hills,150.0,1996
the preacher's wife,124.0,1996
zero kelvin,118.0,1995
ridicule,102.0,1996
the crucible,124.0,1996
101 dalmatians,103.0,1996
the forbidden christ,0.0,1951
i can't sleep,112.0,1994
die hard 2,124.0,1990
star trek: the motion picture,132.0,1979
star trek vi: the undiscovered country,113.0,1991
star trek v: the final frontier,107.0,1989
star trek ii: the wrath of khan,113.0,1982
star trek iii: the search for spock,105.0,1984
star trek iv: the voyage home,119.0,1986
batman returns,126.0,1992
young guns,107.0,1988
young guns ii,132.0,1990
grease,110.0,1978
grease 2,115.0,1982
marked for death,94.0,1990
adrenalin: fear the rush,77.0,1996
the substance of fire,97.0,1996
under siege,103.0,1992
terror in a texas town,80.0,1958
jaws,124.0,1975
jaws 2,116.0,1978
jaws 3-d,99.0,1983
my fellow americans,101.0,1996
mars attacks!,106.0,1996
citizen ruth,104.0,1996
jerry maguire,139.0,1996
raising arizona,94.0,1987
tin men,112.0,1987
sneakers,126.0,1992
bastard out of carolina,97.0,1996
in love and war,113.0,1996
marvin's room,98.0,1996
somebody is waiting,96.0,1996
ghosts of mississippi,130.0,1996
night falls on manhattan,113.0,1996
beavis and butt-head do america,81.0,1996
la cérémonie,111.0,1995
scream,111.0,1996
the last of the mohicans,112.0,1992
michael,105.0,1996
the evening star,129.0,1996
hamlet,242.0,1996
some mother's son,112.0,1996
the whole wide world,106.0,1996
mother,104.0,1996
thieves,117.0,1996
evita,134.0,1996
the portrait of a lady,144.0,1996
walkabout,95.0,1971
message to love: the isle of wight festival,127.0,1996
murder at 1600,107.0,1997
hearts and minds,113.0,1995
inside,94.0,1996
fierce creatures,93.0,1997
zeus & roxanne,98.0,1997
turbulence,100.0,1997
angel baby,105.0,1995
first strike,107.0,1996
underworld,95.0,1996
beverly hills ninja,88.0,1997
metro,117.0,1997
the machine,0.0,1994
falling in love again,103.0,1980
the cement garden,105.0,1993
dante's peak,108.0,1997
meet wally sparks,105.0,1997
amos & andrew,96.0,1993
benny & joon,98.0,1993
prefontaine,106.0,1997
a tickle in the heart,90.0,1996
guantanamera,105.0,1995
mchale's navy,108.0,1997
kolya,105.0,1996
gridlock'd,91.0,1997
fire on the mountain,72.0,1996
waiting for guffman,84.0,1996
prisoner of the mountains,99.0,1996
the beautician and the beast,105.0,1997
suburbia,121.0,1996
hotel de love,95.0,1996
the pest,82.0,1997
fools rush in,109.0,1997
touch,96.0,1997
absolute power,121.0,1997
that darn cat,89.0,1997
vegas vacation,93.0,1997
unforgotten: twenty-five years after willowbrook,0.0,1997
that old feeling,105.0,1997
lost highway,134.0,1997
rosewood,140.0,1997
donnie brasco,127.0,1997
salut cousin !,0.0,1996
booty call,79.0,1997
rhyme & reason,0.0,1997
boys life 2,74.0,1997
city of industry,97.0,1997
best men,90.0,1997
jungle 2 jungle,97.0,1997
kama sutra - a tale of love,117.0,1996
private parts,109.0,1997
love jones,104.0,1997
the saint,116.0,1997
smilla's sense of snow,121.0,1997
the van,100.0,1996
crash,100.0,1996
the daytrippers,87.0,1996
liar liar,86.0,1997
the quiet room,93.0,1996
selena,127.0,1997
the devil's own,107.0,1997
cats don't dance,75.0,1997
b.a.p.s.,90.0,1997
love and other catastrophes,78.0,1996
turbo: a power rangers movie,99.0,1997
anna karenina,108.0,1997
double team,93.0,1997
inventing the abbotts,110.0,1997
anaconda,89.0,1997
grosse pointe blank,107.0,1997
keys to tulsa,113.0,1997
kissed,78.0,1996
8 heads in a duffel bag,95.0,1997
hollow reed,102.0,1996
paradise road,122.0,1997
traveller,101.0,1997
all over me,93.0,1997
a brother's kiss,92.0,1997
a chef in love,100.0,1996
romy and michele's high school reunion,92.0,1997
temptress moon,130.0,1996
volcano,104.0,1997
children of the revolution,101.0,1996
austin powers: international man of mystery,94.0,1997
breakdown,95.0,1997
broken english,92.0,1996
commandments,88.0,1997
ripe,92.0,1996
"truth or consequences, n.m.",106.0,1997
the turning,87.0,1992
warriors of virtue,103.0,1997
fathers' day,89.0,1997
the fifth element,126.0,1997
intimate relations,105.0,1996
nowhere,82.0,1997
losing chase,98.0,1996
sprung,105.0,1997
le bonheur,79.0,1965
love! valour! compassion!,108.0,1997
shall we dance?,136.0,1996
the second jungle book: mowgli & baloo,88.0,1997
twin town,99.0,1997
addicted to love,100.0,1997
brassed off,107.0,1996
the designated mourner,94.0,1997
the lost world: jurassic park,129.0,1997
ponette,97.0,1996
schizopolis,96.0,1996
shiloh,93.0,1996
the war at home,119.0,1996
rough magic,100.0,1995
trial and error,98.0,1997
buddy,84.0,1997
con air,115.0,1997
late bloomers,107.0,1996
the pillow book,126.0,1996
to have (or not),89.0,1995
speed 2: cruise control,121.0,1997
squeeze,95.0,1997
sudden manhattan,80.0,1996
the next step,0.0,1997
wedding bell blues,102.0,1996
batman & robin,125.0,1997
dream with the fishes,97.0,1997
roseanna's grave,98.0,1997
head above water,92.0,1996
hercules,93.0,1997
the last time i committed suicide,92.0,1997
murder and murder,113.0,1996
my best friend's wedding,105.0,1997
tetsuo ii: body hammer,83.0,1992
when the cat's away,91.0,1996
contempt,103.0,1963
face/off,138.0,1997
fall,93.0,1997
gabbeh,75.0,1996
mondo,80.0,1995
the innocent sleep,110.0,1996
for ever mozart,84.0,1996
men in black,98.0,1997
out to sea,106.0,1997
wild america,106.0,1997
a simple wish,86.0,1997
contact,150.0,1997
love serenade,101.0,1996
g.i. jane,125.0,1997
conan the barbarian,129.0,1982
george of the jungle,92.0,1997
cop land,104.0,1997
event horizon,96.0,1997
spawn,96.0,1997
air bud,98.0,1997
picture perfect,105.0,1997
in the company of men,97.0,1997
free willy 3: the rescue,86.0,1997
career girls,83.0,1997
conspiracy theory,135.0,1997
desperate measures,100.0,1998
steel,97.0,1997
she's so lovely,100.0,1997
hoodlum,130.0,1997
leave it to beaver,84.0,1997
mimic,105.0,1997
money talks,97.0,1997
excess baggage,101.0,1997
kull the conqueror,95.0,1997
air force one,124.0,1997
one eight seven,119.0,1997
the hunt for red october,134.0,1990
my own private idaho,104.0,1991
"kiss me, guido",86.0,1997
star maps,86.0,1997
in & out,90.0,1997
the edge,117.0,1997
the peacemaker,124.0,1997
l.a. confidential,138.0,1997
seven years in tibet,136.0,1997
kiss the girls,115.0,1997
soul food,114.0,1997
kicked in the head,87.0,1997
wishmaster,90.0,1997
a thousand acres,105.0,1997
the game,129.0,1997
fire down below,105.0,1997
u turn,125.0,1997
the locusts,124.0,1997
the matchmaker,97.0,1997
the assignment,119.0,1997
a smile like yours,98.0,1997
ulee's gold,112.0,1997
the ice storm,112.0,1997
stag,91.0,1997
chasing amy,113.0,1997
def jam's how to be a player,93.0,1997
the full monty,91.0,1997
alive and kicking,98.0,1996
mrs brown,105.0,1997
i know what you did last summer,100.0,1997
the devil's advocate,144.0,1997
rocketman,95.0,1997
playing god,94.0,1997
the house of yes,85.0,1997
"fast, cheap & out of control",83.0,1997
washington square,115.0,1997
telling lies in america,101.0,1997
year of the horse,106.0,1997
gattaca,106.0,1997
fairytale: a true story,99.0,1997
phantoms,91.0,1998
swept from the sea,113.0,1998
wonderland,0.0,1997
a life less ordinary,103.0,1997
hurricane streets,86.0,1997
eve's bayou,109.0,1997
switchback,118.0,1997
gang related,102.0,1997
stripes,106.0,1981
nenette and boni,103.0,1997
bean,85.0,1997
hugo pool,92.0,1997
mad city,114.0,1997
one night stand,102.0,1997
the tango lesson,100.0,1997
welcome to sarajevo,103.0,1997
deceiver,106.0,1997
the rainmaker,135.0,1997
boogie nights,155.0,1997
witness,113.0,1985
incognito,108.0,1997
starship troopers,129.0,1997
critical care,107.0,1997
the joy luck club,139.0,1993
chairman of the board,95.0,1998
sliding doors,99.0,1998
mortal kombat: annihilation,95.0,1997
the truman show,103.0,1998
the wings of the dove,102.0,1997
mrs. dalloway,97.0,1997
"i love you, i love you not",88.0,1996
red corner,122.0,1997
the jackal,124.0,1997
anastasia,94.0,1997
the man who knew too little,97.0,1997
alien: resurrection,109.0,1997
alien escape,85.0,1996
amistad,155.0,1997
the apostle,134.0,1997
artemisia,98.0,1997
bent,105.0,1997
bang,98.0,1995
the boys,107.0,1997
the butcher boy,110.0,1997
deconstructing harry,96.0,1997
flubber,93.0,1997
for richer or poorer,115.0,1997
good will hunting,126.0,1997
guy,91.0,1997
tar,0.0,1997
home alone 3,102.0,1997
ill gotten gains,101.0,1997
man of her dreams,94.0,1997
midnight in the garden of good and evil,155.0,1997
mousehunt,98.0,1997
never met picasso,0.0,1996
office killer,82.0,1997
other voices other rooms,0.0,1995
scream 2,120.0,1997
stranger in the house,94.0,1997
the sweet hereafter,112.0,1997
time tracers,101.0,1997
titanic,194.0,1997
tomorrow never dies,119.0,1997
twisted,100.0,1996
full speed,85.0,1996
the education of little tree,115.0,1997
the postman,177.0,1997
the horse whisperer,170.0,1998
the winter guest,108.0,1997
jackie brown,154.0,1997
kundun,134.0,1997
mr. magoo,84.0,1997
the big lebowski,117.0,1998
afterglow,119.0,1997
my life in pink,88.0,1997
great expectations,111.0,1998
3 ninjas: high noon at mega mountain,93.0,1998
men of means,80.0,1999
caught up,97.0,1998
arguing the world,0.0,1998
firestorm,89.0,1998
senseless,93.0,1998
wag the dog,97.0,1997
dark city,100.0,1998
the leading man,100.0,1996
star kid,101.0,1997
hard rain,97.0,1998
half baked,82.0,1998
fallen,124.0,1998
shooting fish,109.0,1997
the prophecy ii,87.0,1998
fallen angels,96.0,1995
four days in september,110.0,1997
spice world,93.0,1997
deep rising,106.0,1998
tainted,108.0,1998
a letter from death row,89.0,1998
music from another room,104.0,1998
mother and son,73.0,1997
