production_companies,title,revenue
"['paramount pictures', 'orion pictures', 'scott rudin productions']",Addams Family Values,48919043.0
['hbo independent productions'],Martin Lawrence: You So Crazy,0.0
['columbia pictures'],The Age of Innocence,32255440.0
"['twentieth century fox film corporation', 'island world', 'robert simonds productions']",Airheads,0.0
"['hollywood pictures', 'polygram filmed entertainment', 'interscope communications', 'nomura babcock & brown', 'nbb unit one film partners', 'longview entertainment']",The Air Up There,21011500.0
['touchstone pictures'],Another Stakeout,0.0
"['twentieth century fox film corporation', 'ruddy morgan organization, the']",Bad Girls,15240435.0
"['fine line features', 'castle rock entertainment', 'barcelona films']",Barcelona,0.0
"['warner bros.', 'enigma productions', 'bsb', 'natwest ventures', 'fujisankei']",Being Human,0.0
['twentieth century fox film corporation'],The Beverly Hillbillies,0.0
"['paramount pictures', 'eddie murphy productions']",Beverly Hills Cop III,119208989.0
['warner bros.'],Black Beauty,0.0
['new line cinema'],Blink,16668552.0
"['trilogy entertainment group', 'metro-goldwyn-mayer (mgm)']",Blown Away,30156002.0
['paramount pictures'],Blue Chips,0.0
"['orion pictures corporation', 'heathrow productions']",Blue Sky,0.0
"['warner bros.', 'dorset productions', 'robert h. solo productions']",Body Snatchers,428868.0
['mainline pictures'],Boxing Helena,1796389.0
"['hbo films', 'savoy pictures']",A Bronx Tale,17287898.0
['touchstone pictures'],Cabin Boy,3662459.0
"['columbia pictures', 'parkway productions']",Calendar Girl,2570145.0
"['universal pictures', 'epic productions', 'bregman/baer productions']",Carlito's Way,36516012.0
"['columbia pictures', 'castle rock entertainment']",City Slickers II: The Legend of Curly's Gold,0.0
['metro-goldwyn-mayer (mgm)'],Clean Slate,7355425.0
"['tristar pictures', 'canal+', 'carolco pictures', 'rcs video', 'cliffhanger productions', 'pioneer']",Cliffhanger,255000211.0
['paramount pictures'],Coneheads,0.0
"['hollywood pictures', 'cinergi pictures entertainment']",Color of Night,19726050.0
['tristar pictures'],Cops & Robbersons,0.0
"['imagine entertainment', 'universal pictures']",The Cowboy Way,0.0
"['metro-goldwyn-mayer (mgm)', 'maverick picture company', 'cecchi gori europa n.v.', 'eye productions', 'pentamerica']",Dangerous Game,0.0
"['donner/shuler-donner productions', 'warner bros.', 'northern lights entertainment']",Dave,63000000.0
"['gramercy pictures', 'alphaville productions', 'the criterion collection']",Dazed and Confused,7993039.0
"['silver pictures', 'warner bros.']",Demolition Man,159055768.0
,The Endless Summer 2,0.0
['fine line features'],Even Cowgirls Get the Blues,0.0
['metro-goldwyn-mayer (mgm)'],Fatal Instinct,0.0
"['beijing film studio', 'china film co-production corporation', 'maverick picture company']",Farewell My Concubine,0.0
"['orion pictures', 'nelson entertainment']",The Favor,0.0
"['spring creek productions', 'warner bros.']",Fearless,0.0
,Fear of a Black Hat,0.0
"['spring creek productions', 'warner bros.']",With Honors,0.0
"['paramount pictures', 'spring creek productions', 'mirage']",Flesh and Bone,9488998.0
['fine line features'],Widows' Peak,0.0
"['universal studios', 'imagine entertainment']",For Love or Money,11146270.0
"['paramount pictures', 'mirage enterprises', 'davis entertainment']",The Firm,270248367.0
"['canal plus', 'regency enterprises', 'alcor films', 'warner bros.', 'donner/shuler-donner productions']",Free Willy,153698625.0
['miramax films'],Fresh,0.0
['warner bros.'],The Fugitive,368875760.0
['columbia pictures'],Geronimo: An American Legend,18635620.0
"['universal pictures', 'largo entertainment']",The Getaway,30.0
['metro-goldwyn-mayer (mgm)'],Getting Even with Dad,0.0
"['killer films', 'the samuel goldwyn company', 'can i watch', 'islet', 'kpvi']",Go Fish,0.0
['gramercy pictures'],A Good Man in Africa,0.0
['hollywood pictures'],Guilty as Sin,22886222.0
"['universal pictures', 'renaissance pictures', 'alphaville films']",Hard Target,74189677.0
"['regency enterprises', 'warner bros.']",Heaven & Earth,0.0
"['twentieth century fox film corporation', 'sidley wright & associates']",Hot Shots! Part Deux,133752825.0
"['spelling entertainment', 'irs media', 'republic pictures (ii)']",Live Nude Girls,0.0
"['miramax films', 'parallax pictures']",The Englishman Who Went Up a Hill But Came Down a Mountain,0.0
"['det danske filminstitut', 'spring creek productions', 'eurimages', 'costa do castelo filmes', 'neue constantin film', 'house of spirits film']",The House of the Spirits,0.0
,House Party 3,0.0
"['polygram filmed entertainment', 'silver pictures', 'warner bros.', 'working title films', 'polygram filmproduktion']",The Hudsucker Proxy,0.0
"['gracie films', 'columbia pictures corporation']",I'll Do Anything,0.0
['hollywood pictures'],In the Army Now,28881266.0
"['castle rock entertainment', 'columbia pictures corporation']",In the Line of Fire,176997168.0
"['universal pictures', ""hell's kitchen films""]",In the Name of the Father,65796862.0
['touchstone pictures'],The Inkwell,8880705.0
['touchstone pictures'],What's Love Got to Do with It,0.0
"['paramount pictures', 'baltimore pictures']",Jimmy Hollywood,0.0
"['universal pictures', 'largo entertainment', 'jvc entertainment networks']",Judgment Night,12136938.0
"['universal pictures', 'amblin entertainment']",Jurassic Park,920100000.0
"['propaganda films', 'kouf/bigelow productions']",Kalifornia,2395231.0
['live entertainment'],Killing Zoe,418961.0
['gramercy pictures'],King of the Hill,0.0
['paramount pictures'],Lassie,0.0
"['columbia pictures corporation', 'oak productions']",Last Action Hero,137298489.0
['touchstone pictures'],Life With Mikey,0.0
['savoy pictures'],Lightning Jack,0.0
"['geffen pictures', 'warner bros.']",M. Butterfly,1499795.0
"['regency enterprises', 'warner bros.']",Made in America,0.0
"['columbia pictures', 'new line cinema', 'castle rock entertainment', 'nelvana limited']",Malice,46405336.0
"['icon entertainment international', 'warner bros.']",The Man without a Face,24760338.0
['tristar pictures'],Manhattan Murder Mystery,11285588.0
['new line cinema'],Menace II Society,27900000.0
"['silver pictures', 'warner bros.']",Executive Decision,121969216.0
"['argos films', 'oshima productions', 'shibata organisation']",In the Realm of the Senses,0.0
"['the samuel goldwyn company', 'good machine']",What Happened Was...,0.0
"['renaissance films', 'american playhouse theatrical films']",Much Ado About Nothing,0.0
"['tristar pictures', 'rastar films']",Mr. Jones,0.0
"['warner bros.', 'the samuel goldwyn company', 'night life inc.']",Mr. Wonderful,0.0
"['twentieth century fox film corporation', 'blue wolf']",Mrs. Doubtfire,441286195.0
"['thin man films', 'the criterion collection']",Naked,0.0
['columbia pictures corporation'],The Next Karate Kid,15826984.0
"['regency enterprises', 'alcor films', 'ixtlan', 'warner bros.', 'new regency pictures']",The New Age,0.0
"['columbia pictures corporation', 'pacific western', 'allied filmmakers', 'platinum pictures']",No Escape,15340000.0
"['columbia pictures', 'new line cinema', 'castle rock entertainment']",North,0.0
"['mikado film', 'lenfilm studio', 'adventure pictures']",Orlando,0.0
"['malpaso productions', 'warner bros.']",A Perfect World,135130999.0
"['tristar pictures', 'clinica estetico']",Philadelphia,206678440.0
"['new south wales film & television office', 'the australian film commission', 'ciby 2000', 'jan chapman productions']",The Piano,116700000.0
['columbia pictures'],Poetic Justice,27515786.0
['touchstone pictures'],The Program,23042200.0
['hollywood pictures'],The Puppet Masters,8638072.0
['universal pictures'],Radioland Murders,0.0
"['touchstone pictures', 'don simpson/jerry bruckheimer films']",The Ref,11439193.0
"['columbia pictures', 'merchant ivory productions']",The Remains of the Day,23237911.0
"['cinergi pictures entertainment', 'touchstone pictures']",Renaissance Man,24332324.0
"['twentieth century fox film corporation', 'walrus & associates']",Rising Sun,107198790.0
"['columbia pictures', 'beacon pictures']",The Road to Wellville,0.0
['orion pictures'],RoboCop 3,10696210.0
"['gaumont', 'twentieth century fox film corporation', 'brooksfilms']",Robin Hood: Men in Tights,35739755.0
"['working title films', 'polygram filmed entertainment', 'hilary henkin']",Romeo Is Bleeding,3275585.0
"['the australian film commission', 'film victoria', 'seon film productions', 'romper stomper pty. ltd.']",Romper Stomper,0.0
"['ruby in paradise', 'full crew/say yea']",Ruby in Paradise,1001437.0
['tristar pictures'],Rudy,22750363.0
"['david v. picker productions', 'nessa hyams', 'carrie productions inc.']",The Saint of Fort Washington,0.0
"['société nouvelle de cinématographie', 'la sept cinéma']",Savage Nights,0.0
"['universal pictures', 'amblin entertainment']",Schindler's List,321365567.0
"['twentieth century fox film corporation', 'santo domingo film & music video']",The Scout,0.0
['mirage enterprises'],Searching for Bobby Fischer,7266383.0
"['regency enterprises', 'alcor films', 'warner bros.', 'fron film production']",Second Best,0.0
"['american zoetrope', 'warner bros.']",The Secret Garden,0.0
"['savoy pictures', 'polar entertainment']",Serial Mom,7820688.0
['universal pictures'],The Shadow,48063435.0
"['shadowlands productions', 'savoy pictures']",Shadowlands,0.0
"['fine line features', 'spelling entertainment', 'avenue entertainment']",Short Cuts,6110979.0
['touchstone pictures'],A Simple Twist of Fate,0.0
"['miramax films', 'sarah radclyffe productions - sirens limited', 'british screen finance ltd', 'samson productions ii']",Sirens,7770731.0
"['metro-goldwyn-mayer (mgm)', 'new regency pictures', 'maiden movies']",Six Degrees of Separation,0.0
['tristar pictures'],Sleepless in Seattle,227799884.0
"['paramount pictures', 'robert evans company']",Sliver,116300000.0
"['shaw brothers', 'warner bros.', 'the ladd company']",Blade Runner,33139618.0
['hollywood pictures'],Son in Law,36448200.0
['tristar pictures'],So I Married an Axe Murderer,11585483.0
"['columbia pictures industries', 'columbia films s.a.']",Striking Distance,0.0
,Harem,0.0
"['hollywood pictures', 'cinergi pictures entertainment', 'allied filmmakers', 'walt disney', 'nintendo']",Super Mario Bros.,20915465.0
['new line cinema'],Surviving the Game,7690013.0
"['hollywood pictures', 'polygram filmed entertainment', 'interscope communications', 'nomura babcock & brown']",Terminal Velocity,16478900.0
['rhombus media'],Thirty Two Short Films About Glenn Gould,0.0
"['tristar pictures', 'motion picture corporation of america (mpca)']",Threesome,0.0
"['tim burton productions', 'skellington productions inc.', 'touchstone pictures']",The Nightmare Before Christmas,75634409.0
"['walt disney pictures', 'caravan pictures']",The Three Musketeers,53898845.0
"['hollywood pictures', 'cinergi pictures entertainment']",Tombstone,56505065.0
"['warner bros.', 'morgan creek productions']",Trial by Jury,0.0
"['davis-films', 'august entertainment', 'warner bros.', 'morgan creek productions']",True Romance,12281551.0
,The War Room,0.0
"['twentieth century fox film corporation', 'turner pictures (i)']",The Pagemaster,13670688.0
"['téléfilm canada', 'the ontario film development corporation', 'alliance communications corporation']","Paris, France",0.0
,"The Beans of Egypt, Maine",0.0
"['republic pictures (ii)', 'keystone film company (ii)']",Killer,0.0
,Welcome to the Dollhouse,0.0
"['renn productions', 'france 2 cinéma', 'dd productions']",Germinal,0.0
"['warner bros.', 'morgan creek productions']",Chasers,1596687.0
['cncaimc'],Cronos,0.0
"['fine line features', 'some film']",Naked in New York,0.0
"['ciby 2000', 'el deseo s.a.']",Kika,0.0
['channel 4 television'],Bhaji on the Beach,0.0
"['columbia pictures', 'castle rock entertainment']",Little Big League,0.0
"['svt drama', 'nordisk film', 'svensk filmindustri (sf)', 'svenska filminstitutet (sfi)']",The Slingshot,0.0
,Wide Eyed and Legless,0.0
,Foreign Student,0.0
,"Ciao, Professore!",0.0
"['fine line features', 'swelter films', 'buckeye films']",Spanking the Monkey,0.0
"['universal pictures', 'amblin entertainment', 'king world entertainment']",The Little Rascals,67308282.0
,À la mode,0.0
['paramount pictures'],Andre,0.0
,The Escort,0.0
['tristar pictures'],Princess Caraboo,3021629.0
"['sony pictures classics', 'channel four films', 'arte', 'brillstein-grey entertainment', 'home box office (hbo)', 'columbia pictures television', 'zweites deutsches fernsehen (zdf)', 'telling pictures']",The Celluloid Closet,0.0
,Café au Lait,0.0
"['sacher film', 'la sept cinéma', 'banfilm']",Dear Diary,0.0
"['oscar kramer s.a.', 'aura film', 'mojame s.a.']",I Don't Want to Talk About It,0.0
['paramount pictures'],The Brady Bunch Movie,0.0
"['twentieth century fox film corporation', 'hughes entertainment']",Home Alone,476684675.0
['paramount pictures'],Ghost,505000000.0
['walt disney pictures'],Aladdin,504050219.0
"['lightstorm entertainment', 'pacific western', 'canal+', 'carolco pictures', 't2 productions']",Terminator 2: Judgment Day,520000000.0
"['tig productions', 'majestic films international']",Dances with Wolves,424208848.0
['shapiro-glickenhaus entertainment'],Tough and Deadly,0.0
"['polygram filmed entertainment', 'the guber-peters company', 'warner bros.']",Batman,411348924.0
"['orion pictures', 'strong heart/demme production']",The Silence of the Lambs,272742922.0
['walt disney productions'],Snow White and the Seven Dwarfs,184925486.0
"['walt disney pictures', 'walt disney animation studios', 'silver screen partners iv']",Beauty and the Beast,377350553.0
"['rko radio pictures', 'walt disney productions']",Pinocchio,84300000.0
"['touchstone pictures', 'silver screen partners iv']",Pretty Woman,463000000.0
"['sodaperaga productions', 'la sept cinéma', 'fontaine sarl']",Window to Paris,0.0
['warner brothers/seven arts'],The Wild Bunch,638641.0
['trimark pictures'],Love and a .45,0.0
['long shong pictures'],The Wooden Man's Bride,0.0
,A Great Day in Harlem,0.0
"['twentieth century fox film corporation', 'ubu productions']",Bye Bye Love,0.0
"['twentieth century fox film corporation', 'fox 2000 pictures', 'via rosa productions', 'rosa productions']",One Fine Day,97529550.0
